symptom,disease
renal angle tenderness,infection urinary tract
lethargy,infection urinary tract
asthenia,infection urinary tract
hyponatremia,infection urinary tract
hemodynamically stable,infection urinary tract
distress respiratory,infection urinary tract
difficulty passing urine,infection urinary tract
mental status changes,infection urinary tract
consciousness clear,infection urinary tract
chill,anemia
guaiac positive,anemia
monoclonal,anemia
ecchymosis,anemia
tumor cell invasion,anemia
haemorrhage,anemia
pallor,anemia
asthenia,anemia
fatigue,anemia
heme positive,anemia
pain back,anemia
orthostasis,anemia
hyponatremia,anemia
dizziness,anemia
shortness of breath,anemia
pain,anemia
rhonchus,anemia
arthralgia,anemia
swelling,anemia
transaminitis,anemia
shortness of breath,chronic obstructive airway disease
wheezing,chronic obstructive airway disease
cough,chronic obstructive airway disease
dyspnea,chronic obstructive airway disease
distress respiratory,chronic obstructive airway disease
sputum purulent,chronic obstructive airway disease
hypoxemia,chronic obstructive airway disease
hypercapnia,chronic obstructive airway disease
patient non compliance,chronic obstructive airway disease
chest tightness,chronic obstructive airway disease
fever,dementia
fall,dementia
unresponsiveness,dementia
lethargy,dementia
agitation,dementia
ecchymosis,dementia
syncope,dementia
rale,dementia
unconscious state,dementia
cough,dementia
bedridden bedridden,dementia
pain,dementia
facial paresis,dementia
abdominal tenderness,dementia
rhonchus,dementia
unsteady gait,dementia
hallucinations auditory,dementia
shortness of breath,insufficiency renal
hyperkalemia,insufficiency renal
orthopnea,insufficiency renal
rale,insufficiency renal
urgency ofNBSPmicturition,insufficiency renal
ascites,insufficiency renal
guaiac positive,insufficiency renal
asthenia,insufficiency renal
apyrexial,insufficiency renal
mental status changes,insufficiency renal
dyspnea,insufficiency renal
difficulty,insufficiency renal
diarrhea,insufficiency renal
hypotension,insufficiency renal
breath sounds decreased,insufficiency renal
swelling,insufficiency renal
hypokinesia,insufficiency renal
seizure,confusion
enuresis,confusion
lethargy,confusion
speech slurred,confusion
fall,confusion
consciousness clear,confusion
mental status changes,confusion
asterixis,confusion
unconscious state,confusion
agitation,confusion
muscle twitch,confusion
asthenia,confusion
sleepy,confusion
dizziness,confusion
headache,confusion
dysarthria,confusion
lightheadedness,confusion
tremor,confusion
hyponatremia,confusion
unresponsiveness,confusion
pain,degenerativeNBSPpolyarthritis
food intolerance,degenerativeNBSPpolyarthritis
numbness of hand,degenerativeNBSPpolyarthritis
general discomfort,degenerativeNBSPpolyarthritis
drowsiness,degenerativeNBSPpolyarthritis
asthenia,degenerativeNBSPpolyarthritis
nonsmoker,degenerativNBSPpolyarthritis
non-productive cough,degenerativeNBSPpolyarthritis
polydypsia,degenerativeNBSPpolyarthritis
stiffness,degenerativeNBSPpolyarthritis
unsteady gait,degenerativeNBSPpolyarthritis
shortness of breath,hypothyroidism
prostatism,hypothyroidism
drowsiness sleepy,hypothyroidism
hyponatremia,hypothyroidism
fall,hypothyroidism
unsteady gait,hypothyroidism
polyuria,hypothyroidism
hypotension,hypothyroidism
difficulty,hypothyroidism
syncope,hypothyroidism
nightmare,hypothyroidism
speech slurred,hypothyroidism
weight gain,hypothyroidism
asthenia,hypothyroidism
fatigue tired,hypothyroidism
agitation,hypothyroidism
mental status changes,hypothyroidism
motor retardation,hypothyroidism
vomiting,hypothyroidism
numbness,hypothyroidism
mass of body structure,hypothyroidism
worry,anxiety state
feeling suicidal,anxiety state
suicidal,anxiety state
sleeplessness,anxiety state
feeling hopeless,anxiety state
irritable mood,anxiety state
tremor,anxiety state
blackout,anxiety state
weepiness,anxiety state
has religious belief,anxiety state
nervousness,anxiety state
hallucinations visual,anxiety state
formication,anxiety state
difficulty,anxiety state
pain chest,anxiety state
patient non compliance,anxiety state
agitation,anxiety state
palpitation,anxiety state
hallucinations auditory,anxiety state
mood depressed,anxiety state
hot flush,anxiety state
pain,anxiety state
consciousness clear,anxiety state
nightmare,anxiety state
pain,malignant neoplasms primary malignant neoplasm
mass of body structure,malignant neoplasms primary malignant neoplasm
lesion,malignant neoplasms primary malignant neoplasm
cushingoid facies cushingoidNBSPhabitus,malignant neoplasms primary malignant neoplasm
emphysematous change,malignant neoplasms primary malignant neoplasm
decreased body weight,malignant neoplasms primary malignant neoplasm
ascites,malignant neoplasms primary malignant neoplasm
hoarseness,malignant neoplasms primary malignant neoplasm
thicken,malignant neoplasms primary malignant neoplasm
hematuria,malignant neoplasms primary malignant neoplasm
fever,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
night sweat,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
spontaneous rupture of membranes,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
cough,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
,acquireNBSPimmuno-deficiency syndrome HIV hiv infections
decreased body weight,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
chill,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
diarrhea,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
pleuritic pain,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
patient non compliance,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
tachypnea,acquiredNBSPmmuno-deficiency syndrome HIV hiv infections
productive cough,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
muscle hypotonia hypotonic,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
feeling suicidal,acquiredNBSPimmuno-deficiency syndrome HIV hiv infections
erythema,cellulitis
pain,cellulitis
swelling,cellulitis
redness,cellulitis
fever,cellulitis
abscess bacterial,cellulitis
patient non compliance,cellulitis
hypesthesia,cellulitis
hyperacusis,cellulitis
pruritus,cellulitis
pain chest,cellulitis
scratch marks,cellulitis
chill,cellulitis
sore to touch,cellulitis
pain,gastroesophageal reflux disease
pain chest,gastroesophageal reflux disease
burning sensation,gastroesophageal reflux disease
hyponatremia,gastroesophageal reflux disease
satiety early,gastroesophageal reflux disease
throbbing sensation quality,gastroesophageal reflux disease
chest tightness,gastroesophageal reflux disease
sensory discomfort,gastroesophageal reflux disease
presence of q wave,gastroesophageal reflux disease
nausea,gastroesophageal reflux disease
general discomfort,gastroesophageal reflux disease
constipation,gastroesophageal reflux disease
palpitation,gastroesophageal reflux disease
pain abdominal,gastroesophageal reflux disease
heartburn,gastroesophageal reflux disease
sweat sweating increased,gastroesophageal reflux disease
asthenia,gastroesophageal reflux disease
fever,septicemia systemic infection sepsis (invertebrate)
distress respiratory,septicemia systemic infection sepsis (invertebrate)
hypotension,septicemia systemic infection sepsis (invertebrate)
tachypnea,septicemia systemic infection sepsis (invertebrate)
chill,septicemia systemic infection sepsis (invertebrate)
lethargy,septicemia systemic infection sepsis (invertebrate)
bradycardia,septicemia systemic infection sepsis (invertebrate)
breech presentation,septicemia systemic infection sepsis (invertebrate)
cyanosis,septicemia systemic infection sepsis (invertebrate)
spontaneous rupture of membranes,septicemia systemic infection sepsis (invertebrate)
haemorrhage,septicemia systemic infection sepsis (invertebrate)
unresponsiveness,septicemia systemic infection sepsis (invertebrate)
rale,septicemia systemic infection sepsis (invertebrate)
apyrexial,septicemia systemic infection sepsis (invertebrate)
swelling,deep vein thrombosis
pain,deep vein thrombosis
ecchymosis,deep vein thrombosis
shortness of breath,deep vein thrombosis
pain in lower limb,deep vein thrombosis
cardiomegaly,deep vein thrombosis
rale,deep vein thrombosis
erythema,deep vein thrombosis
hypotension,deep vein thrombosis
clonus,deep vein thrombosis
non-productive cough,deep vein thrombosis
redness,deep vein thrombosis
fever,dehydration
diarrhea,dehydration
vomiting,dehydration
hypotension,dehydration
nausea,dehydration
lightheadedness,dehydration
unwell,dehydration
mental status changes,dehydration
anorexia,dehydration
asthenia,dehydration
sensory discomfort,dehydration
syncope,dehydration
lethargy,dehydration
dizziness,dehydration
syncope blackout history of - blackout,dehydration
mass of body structure,neoplasm
lesion,neoplasm
pain chest,neoplasm
hematuria,neoplasm
tumor cell invasion,neoplasm
pain,neoplasm
anosmia,neoplasm
thicken,neoplasm
metastatic lesion,neoplasm
food intolerance,neoplasm
decreased body weight,neoplasm
night sweat,neoplasm
hemianopsia homonymous,neoplasm
satiety early,neoplasm
pain abdominal,neoplasm
headache,neoplasm
shortness of breath,embolism pulmonary
hypoxemia,embolism pulmonary
tachypnea,embolism pulmonary
hematocrit decreased,embolism pulmonary
pain chest,embolism pulmonary
dyspnea,embolism pulmonary
pleuritic pain,embolism pulmonary
neck stiffness,embolism pulmonary
yellow sputum,embolism pulmonary
productive cough,embolism pulmonary
cicatrisation,embolism pulmonary
unresponsiveness,embolism pulmonary
distress respiratory,embolism pulmonary
wheezing,embolism pulmonary
apyrexial,embolism pulmonary
non-productive cough,embolism pulmonary
seizure,epilepsy
hypometabolism,epilepsy
aura,epilepsy
muscle twitch,epilepsy
drowsiness,epilepsy
tremor,epilepsy
unresponsiveness,epilepsy
hemiplegia,epilepsy
myoclonus,epilepsy
gurgle,epilepsy
sleepy,epilepsy
lethargy,epilepsy
wheelchair bound,epilepsy
shortness of breath,cardiomyopathy
orthopnea,cardiomyopathy
hypokinesia,cardiomyopathy
jugular venous distention,cardiomyopathy
palpitation,cardiomyopathy
pain chest,cardiomyopathy
syncope,cardiomyopathy
yellow sputum,cardiomyopathy
rale,cardiomyopathy
dyspnea,cardiomyopathy
dyspnea on exertion,cardiomyopathy
leftNBSPatrialNBSPhypertrophy,cardiomyopathy
fatigue,cardiomyopathy
weight gain,cardiomyopathy
patient non compliance,cardiomyopathy
vomiting,chronic kidney failure
orthopnea,chronic kidney failure
hyperkalemia,chronic kidney failure
oliguria,chronic kidney failure
jugular venous distention,chronic kidney failure
nausea,chronic kidney failure
shortness of breath,chronic kidney failure
mental status changes,chronic kidney failure
diarrhea,chronic kidney failure
asthenia,chronic kidney failure
chest tightness,chronic kidney failure
malaise,chronic kidney failure
chill,chronic kidney failure
rale,chronic kidney failure
fever,chronic kidney failure
pleuritic pain,chronic kidney failure
apyrexial,chronic kidney failure
guaiac positive,chronic kidney failure
swelling,chronic kidney failure
catatonia,chronic kidney failure
unresponsiveness,chronic kidney failure
yellow sputum,chronic kidney failure
mass of body structure,carcinoma
pain,carcinoma
lesion,carcinoma
tumor cell invasion,carcinoma
thicken,carcinoma
decreased body weight,carcinoma
hoarseness,carcinoma
general discomfort,carcinoma
metastatic lesion,carcinoma
non-productive cough,carcinoma
constipation,carcinoma
unhappy,carcinoma
paresthesia,carcinoma
gravida ,carcinoma
diarrhea,carcinoma
sore to touch,carcinoma
heartburn,carcinoma
nausea,carcinoma
lung nodule,carcinoma
ascites,hepatitis C
distended abdomen,hepatitis C
feeling suicidal,hepatitis C
cough,hepatitis C
ache,hepatitis C
macerated skin,hepatitis C
heavy feeling,hepatitis C
hallucinations auditory,hepatitis C
chill,hepatitis C
asterixis,hepatitis C
patient non compliance,hepatitis C
shortness of breath,peripheral vascular disease
rest pain,peripheral vascular disease
angina pectoris,peripheral vascular disease
unresponsiveness,peripheral vascular disease
hyperkalemia,peripheral vascular disease
sinus rhythm,peripheral vascular disease
labored breathing,peripheral vascular disease
dyspnea,peripheral vascular disease
sore to touch,peripheral vascular disease
anorexia,peripheral vascular disease
sleepy,peripheral vascular disease
suicidal,psychotic disorder
hallucinations auditory,psychotic disorder
feeling suicidal,psychotic disorder
hallucinations visual,psychotic disorder
motor retardation,psychotic disorder
blackout,psychotic disorder
verbal auditory hallucinations,psychotic disorder
feeling hopeless,psychotic disorder
irritable mood,psychotic disorder
agitation,psychotic disorder
tremor,psychotic disorder
catatonia,psychotic disorder
weepiness,psychotic disorder
homelessness,psychotic disorder
sleeplessness,psychotic disorder
withdraw,psychotic disorder
energy increased,psychotic disorder
intoxication,psychotic disorder
worry,psychotic disorder
behavior hyperactive,psychotic disorder
patient non compliance,psychotic disorder
mood depressed,psychotic disorder
terrify,psychotic disorder
nightmare,psychotic disorder
consciousness clear,psychotic disorder
pain chest,hyperlipidemia
angina pectoris,hyperlipidemia
palpitation,hyperlipidemia
presence of q wave,hyperlipidemia
photopsia,hyperlipidemia
sweat sweating increased,hyperlipidemia
chest discomfort,hyperlipidemia
shortness of breath,hyperlipidemia
giddy mood,hyperlipidemia
hypokinesia,hyperlipidemia
hemiplegia,hyperlipidemia
dizziness,hyperlipidemia
feeling suicidal,bipolar disorder
energy increased,bipolar disorder
suicidal,bipolar disorder
irritable mood,bipolar disorder
agitation,bipolar disorder
has religious belief,bipolar disorder
disturbed family,bipolar disorder
hallucinations auditory,bipolar disorder
verbal auditory hallucinations,bipolar disorder
weepiness,bipolar disorder
behavior hyperactive,bipolar disorder
catatonia,bipolar disorder
feeling hopeless,bipolar disorder
worry,bipolar disorder
sleeplessness,bipolar disorder
hypersomnia,bipolar disorder
difficulty,bipolar disorder
hallucinations visual,bipolar disorder
hyperhidrosis disorder,bipolar disorder
mydriasis,bipolar disorder
extrapyramidal sign,bipolar disorder
loose associations,bipolar disorder
intoxication,bipolar disorder
motor retardation,bipolar disorder
homelessness,bipolar disorder
blackout,bipolar disorder
tremor,bipolar disorder
exhaustion,bipolar disorder
pain,obesity
catatonia,obesity
snore,obesity
pain chest,obesity
r wave feature,obesity
has religious belief,obesity
shortness of breath,obesity
fatigue tired,obesity
overweight,obesity
systolic murmur,obesity
mood depressed,obesity
ecchymosis,obesity
drowsiness sleepy,ischemia
pain chest,ischemia
angina pectoris,ischemia
pressure chest,ischemia
chest discomfort,ischemia
shortness of breath,ischemia
dyspnea,ischemia
sinus rhythm,ischemia
bradycardia,ischemia
sweat sweating increased,ischemia
rale,ischemia
asymptomatic,ischemia
anorexia,ischemia
ascites,cirrhosis
fall,cirrhosis
splenomegaly,cirrhosis
pruritus,cirrhosis
pain abdominal,cirrhosis
tumor cell invasion,cirrhosis
distended abdomen,cirrhosis
lesion,cirrhosis
hemodynamically stable,cirrhosis
guaiac positive,cirrhosis
sore to touch,cirrhosis
bleeding of vagina,cirrhosis
fever,exanthema
pruritus,exanthema
macule,exanthema
lesion,exanthema
redness,exanthema
headache,exanthema
apyrexial,exanthema
arthralgia,exanthema
swelling,exanthema
erythema,exanthema
photophobia,exanthema
chill,exanthema
scratch marks,exanthema
pain,exanthema
painful swallowing,exanthema
mental status changes,benign prostatic hypertrophy
cachexia,benign prostatic hypertrophy
blackout,benign prostatic hypertrophy
orthostasis,benign prostatic hypertrophy
orthopnea,benign prostatic hypertrophy
night sweat,benign prostatic hypertrophy
distress respiratory,benign prostatic hypertrophy
anorexia,benign prostatic hypertrophy
dysarthria,benign prostatic hypertrophy
hyperkalemia,kidney failure acute
hypotension,kidney failure acute
hypocalcemia result,kidney failure acute
oliguria,kidney failure acute
hemodynamically stable,kidney failure acute
asthenia,kidney failure acute
"hypothermia, natural",kidney failure acute
diarrhea,kidney failure acute
haemorrhage,kidney failure acute
unresponsiveness,kidney failure acute
shortness of breath,mitral valve insufficiency
dyspnea on exertion,mitral valve insufficiency
asymptomatic,mitral valve insufficiency
hypokinesia,mitral valve insufficiency
dyspnea,mitral valve insufficiency
syncope,mitral valve insufficiency
thicken,mitral valve insufficiency
leftNBSPatrialNBSPhypertrophy,mitral valve insufficiency
palpitation,mitral valve insufficiency
fatigue,mitral valve insufficiency
vomiting,mitral valve insufficiency
pain,mitral valve insufficiency
cardiomegaly,mitral valve insufficiency
chest discomfort,mitral valve insufficiency
pain,arthritis
hemodynamically stable,arthritis
sleeplessness,arthritis
asthenia,arthritis
syncope,arthritis
swelling,arthritis
atypia,arthritis
general unsteadiness,arthritis
shortness of breath,arthritis
distended abdomen,arthritis
cough,bronchitis
wheezing,bronchitis
shortness of breath,bronchitis
chest tightness,bronchitis
fever,bronchitis
throat sore,bronchitis
productive cough,bronchitis
hepatosplenomegaly,bronchitis
night sweat,bronchitis
haemoptysis,bronchitis
labored breathing,bronchitis
snuffle,bronchitis
hacking cough,bronchitis
dyspnea,bronchitis
chill,bronchitis
stridor,bronchitis
decreased body weight,bronchitis
dysarthria,hemiparesis
paresis,hemiparesis
asthenia,hemiparesis
aphagia,hemiparesis
seizure,hemiparesis
speech slurred,hemiparesis
focal seizures,hemiparesis
hemiplegia,hemiparesis
abnormal sensation,hemiparesis
unresponsiveness,hemiparesis
stupor,hemiparesis
drowsiness sleepy,hemiparesis
fremitus,hemiparesis
Stahli's line,hemiparesis
stinging sensation,hemiparesis
paralyse,hemiparesis
clonus,hemiparesis
facial paresis,hemiparesis
prostatism,osteoporosis
fall,osteoporosis
hirsutism,osteoporosis
sniffle,osteoporosis
distended abdomen,osteoporosis
vertigo,osteoporosis
numbness of hand,osteoporosis
bradykinesia,osteoporosis
pain,osteoporosis
syncope,osteoporosis
out of breath,osteoporosis
apyrexial,osteoporosis
urge incontinence,osteoporosis
lightheadedness,osteoporosis
speech slurred,transient ischemic attack
dysarthria,transient ischemic attack
facial paresis,transient ischemic attack
asthenia,transient ischemic attack
neck stiffness,transient ischemic attack
vertigo,transient ischemic attack
numbness,transient ischemic attack
lightheadedness,transient ischemic attack
extrapyramidal sign,transient ischemic attack
Stahli's line,transient ischemic attack
vision blurred,transient ischemic attack
headache,transient ischemic attack
room spinning,transient ischemic attack
syncope,transient ischemic attack
difficulty,transient ischemic attack
rambling speech,transient ischemic attack
clumsiness,transient ischemic attack
mass of body structure,adenocarcinoma
lesion,adenocarcinoma
decreased body weight,adenocarcinoma
constipation,adenocarcinoma
fremitus,adenocarcinoma
decreased stool caliber,adenocarcinoma
satiety early,adenocarcinoma
hematochezia,adenocarcinoma
egophony,adenocarcinoma
pain,adenocarcinoma
cicatrisation scar tissue,adenocarcinoma
pain abdominal,adenocarcinoma
hallucinations auditory,paranoia
hallucinations visual,paranoia
agitation,paranoia
irritable mood,paranoia
verbal auditory hallucinations,paranoia
feeling suicidal,paranoia
suicidal,paranoia
terrify,paranoia
neologism,paranoia
homelessness,paranoia
energy increased,paranoia
mood depressed,paranoia
decompensation,paranoia
cicatrisation scar tissue,paranoia
blackout,paranoia
loose associations,paranoia
vomiting,pancreatitis
pain abdominal,pancreatitis
nausea,pancreatitis
pain,pancreatitis
diarrhea,pancreatitis
stool color yellow,pancreatitis
rigor - temperature-associated observation,pancreatitis
apyrexial,pancreatitis
sore to touch,pancreatitis
paraparesis,incontinence
seizure,incontinence
asthenia,incontinence
urge incontinence,incontinence
unconscious state,incontinence
aura,incontinence
moody,incontinence
fear of falling,incontinence
tremor,incontinence
spasm,incontinence
unhappy,incontinence
syncope,incontinence
fall,incontinence
stiffness,incontinence
unresponsiveness,incontinence
orthopnea,paroxysmalNBSPdyspnea
shortness of breath,paroxysmalNBSPdyspnea
dyspnea on exertion,paroxysmalNBSPdyspnea
jugular venous distention,paroxysmalNBSPdyspnea
rale,paroxysmalNBSPdyspnea
pain chest,paroxysmalNBSPdyspnea
palpitation,paroxysmalNBSPdyspnea
sweat sweating increased,paroxysmalNBSPdyspnea
weight gain,paroxysmalNBSPdyspnea
cough,paroxysmalNBSPyspnea
dyspnea,paroxysmalNBSPdyspnea
pain abdominal,hernia
pain,hernia
hyperventilation,hernia
excruciating pain,hernia
gag,hernia
nausea,hernia
posturing,hernia
hemiplegia,hernia
sore to touch,hernia
haemorrhage,hernia
apyrexial,hernia
food intolerance,hernia
pulse absent,hernia
asthenia,hernia
mass of body structure,hernia
thicken,hernia
hematuria,malignant neoplasm of prostate carcinoma prostate
dysesthesia,malignant neoplasm of prostate carcinoma prostate
asthenia,malignant neoplasm of prostate carcinoma prostate
polymyalgia,malignant neoplasm of prostate carcinoma prostate
passed stones,malignant neoplasm of prostate carcinoma prostate
pleuritic pain,malignant neoplasm of prostate carcinoma prostate
guaiac positive,malignant neoplasm of prostate carcinoma prostate
rale,malignant neoplasm of prostate carcinoma prostate
breath sounds decreased,malignant neoplasm of prostate carcinoma prostate
urge incontinence,malignant neoplasm of prostate carcinoma prostate
dysuria,malignant neoplasm of prostate carcinoma prostate
diarrhea,malignant neoplasm of prostate carcinoma prostate
vertigo,malignant neoplasm of prostate carcinoma prostate
qt interval prolonged,malignant neoplasm of prostate carcinoma prostate
ataxia,malignant neoplasm of prostate carcinoma prostate
paresis,malignant neoplasm of prostate carcinoma prostate
hemianopsia homonymous,malignant neoplasm of prostate carcinoma prostate
tumor cell invasion,malignant neoplasm of prostate carcinoma prostate
hemodynamically stable,malignant neoplasm of prostate carcinoma prostate
mass of body structure,malignant neoplasm of prostate carcinoma prostate
rhonchus,malignant neoplasm of prostate carcinoma prostate
orthostasis,malignant neoplasm of prostate carcinoma prostate
decreased body weight,malignant neoplasm of prostate carcinoma prostate
urgency ofNBSPmicturition,edema pulmonary
shortness of breath,edema pulmonary
rale,edema pulmonary
tachypnea,edema pulmonary
orthopnea,edema pulmonary
Heberden's node,edema pulmonary
jugular venous distention,edema pulmonary
dyspnea,edema pulmonary
sweat sweating increased,edema pulmonary
patient non compliance,edema pulmonary
chest discomfort,edema pulmonary
hyperkalemia,edema pulmonary
sinus rhythm,edema pulmonary
pain chest,edema pulmonary
hypotension,edema pulmonary
wheezing,edema pulmonary
pain,lymphatic diseases
mass of body structure,lymphatic diseases
night sweat,lymphatic diseases
splenomegaly,lymphatic diseases
lesion,lymphatic diseases
chill,lymphatic diseases
decreased body weight,lymphatic diseases
swelling,lymphatic diseases
fever,lymphatic diseases
hyperacusis,lymphatic diseases
fremitus,lymphatic diseases
non-productive cough,lymphatic diseases
egophony,lymphatic diseases
redness,lymphatic diseases
hepatomegaly,lymphatic diseases
fatigue,lymphatic diseases
dyspnea on exertion,stenosis aortic valve
syncope,stenosis aortic valve
chest discomfort,stenosis aortic valve
systolic murmur,stenosis aortic valve
sciatica,stenosis aortic valve
angina pectoris,stenosis aortic valve
pain chest,stenosis aortic valve
frothy sputum,stenosis aortic valve
bradycardia,stenosis aortic valve
shortness of breath,stenosis aortic valve
pain,stenosis aortic valve
mass in breast,malignant neoplasm of breast carcinoma breast
mass of body structure,malignant neoplasm of breast carcinoma breast
paresthesia,malignant neoplasm of breast carcinoma breast
retropulsion,malignant neoplasm of breast carcinoma breast
erythema,malignant neoplasm of breast carcinoma breast
difficulty,malignant neoplasm of breast carcinoma breast
lesion,malignant neoplasm of breast carcinoma breast
estrogen use,malignant neoplasm of breast carcinoma breast
burning sensation,malignant neoplasm of breast carcinoma breast
dyspnea,malignant neoplasm of breast carcinoma breast
swelling,malignant neoplasm of breast carcinoma breast
formication,malignant neoplasm of breast carcinoma breast
hallucinations auditory,schizophrenia
hypersomnolence,schizophrenia
irritable mood,schizophrenia
verbal auditory hallucinations,schizophrenia
patient non compliance,schizophrenia
agitation,schizophrenia
suicidal,schizophrenia
worry,schizophrenia
hallucinations visual,schizophrenia
underweight underweight,schizophrenia
homelessness,schizophrenia
pain abdominal,diverticulitis
abscess bacterial,diverticulitis
dullness,diverticulitis
red blotches,diverticulitis
diarrhea,diverticulitis
sore to touch,diverticulitis
dysuria,diverticulitis
pain,diverticulitis
vomiting,diverticulitis
sinus rhythm,diverticulitis
colic abdominal,diverticulitis
apyrexial,diverticulitis
abdominal tenderness,diverticulitis
fever,diverticulitis
unsteady gait,diverticulitis
thicken,diverticulitis
urgency ofNBSPmicturition,diverticulitis
anorexia,diverticulitis
monoclonal,diverticulitis
constipation,diverticulitis
rale,overload fluid
jugular venous distention,overload fluid
hyperkalemia,overload fluid
orthopnea,overload fluid
shortness of breath,overload fluid
drowsiness sleepy,overload fluid
weight gain,overload fluid
hypokalemia,overload fluid
hypotension,overload fluid
swelling,overload fluid
distended abdomen,overload fluid
pain abdominal,ulcer peptic
paraparesis,ulcer peptic
